id,fecha_generacion,numeros,sorteo_objetivo,estado,aciertos,score_afinidad,hora_dia,algoritmo
1765079002,2025-12-07 00:43:19,"[12, 20, 21, 24, 25, 35]",5357,PENDIENTE,0,0.0,0,markov_chain_v1
1765081292,2025-12-07 01:21:32,"[9, 19, 25, 29, 36, 41]",5357,PENDIENTE,0,0.0,1,forense_biometrico_v1
1765081293,2025-12-07 01:21:32,"[8, 9, 16, 22, 25, 39]",5357,PENDIENTE,0,0.0,1,gaussiano_tactico_v1
1765081294,2025-12-07 01:21:32,"[1, 9, 14, 22, 37, 39]",5357,PENDIENTE,0,0.0,1,delta_tactico_v1
1765081295,2025-12-07 01:21:32,"[2, 11, 17, 19, 27, 33]",5357,PENDIENTE,0,0.0,1,markov_chain_v1
1765083082,2025-12-07 01:51:22,"[1, 4, 5, 10, 14, 15]",5357,PENDIENTE,0,0.0,1,forense_biometrico_v1
1765083083,2025-12-07 01:51:22,"[13, 16, 17, 25, 26, 32]",5357,PENDIENTE,0,0.0,1,gaussiano_tactico_v1
1765083084,2025-12-07 01:51:22,"[5, 8, 14, 20, 21, 30]",5357,PENDIENTE,0,0.0,1,delta_tactico_v1
1765083085,2025-12-07 01:51:22,"[17, 18, 19, 22, 24, 29]",5357,PENDIENTE,0,0.0,1,markov_chain_v1
1765084965,2025-12-07 02:22:45,"[2, 9, 11, 14, 28, 33]",5357,PENDIENTE,0,0.0,2,forense_biometrico_v1
1765084966,2025-12-07 02:22:45,"[5, 8, 13, 18, 22, 37]",5357,PENDIENTE,0,0.0,2,gaussiano_tactico_v1
1765084967,2025-12-07 02:22:45,"[1, 8, 13, 17, 20, 22]",5357,PENDIENTE,0,0.0,2,delta_tactico_v1
1765084968,2025-12-07 02:22:45,"[3, 12, 22, 26, 28, 34]",5357,PENDIENTE,0,0.0,2,markov_chain_v1
1765086111,2025-12-07 02:41:51,"[1, 10, 17, 19, 20, 35]",5357,PENDIENTE,0,0.0,2,forense_biometrico_v1
1765086112,2025-12-07 02:41:51,"[3, 4, 12, 15, 27, 39]",5357,PENDIENTE,0,0.0,2,gaussiano_tactico_v1
1765086113,2025-12-07 02:41:51,"[9, 14, 17, 19, 25, 29]",5357,PENDIENTE,0,0.0,2,delta_tactico_v1
1765086114,2025-12-07 02:41:51,"[10, 22, 30, 33, 36, 38]",5357,PENDIENTE,0,0.0,2,markov_chain_v1
1765086835,2025-12-07 02:53:55,"[5, 6, 12, 19, 30, 39]",5357,PENDIENTE,0,0.0,2,forense_biometrico_v1
1765086836,2025-12-07 02:53:55,"[7, 19, 23, 25, 28, 40]",5357,PENDIENTE,0,0.0,2,gaussiano_tactico_v1
1765086837,2025-12-07 02:53:55,"[10, 11, 20, 21, 27, 39]",5357,PENDIENTE,0,0.0,2,delta_tactico_v1
1765086838,2025-12-07 02:53:55,"[1, 11, 12, 19, 34, 41]",5357,PENDIENTE,0,0.0,2,markov_chain_v1
1765089243,2025-12-07 03:34:03,"[8, 30, 35, 36, 38, 41]",5357,PENDIENTE,0,0.0,3,forense_biometrico_v1
1765089244,2025-12-07 03:34:03,"[5, 12, 14, 21, 35, 38]",5357,PENDIENTE,0,0.0,3,gaussiano_tactico_v1
1765089245,2025-12-07 03:34:03,"[2, 14, 18, 24, 31, 35]",5357,PENDIENTE,0,0.0,3,delta_tactico_v1
1765089246,2025-12-07 03:34:03,"[11, 16, 31, 35, 37, 38]",5357,PENDIENTE,0,0.0,3,markov_chain_v1
1765090534,2025-12-07 03:55:34,"[8, 19, 20, 23, 25, 32]",5357,PENDIENTE,0,0.0,3,forense_biometrico_v1
1765090535,2025-12-07 03:55:34,"[2, 9, 20, 23, 25, 30]",5357,PENDIENTE,0,0.0,3,gaussiano_tactico_v1
1765090536,2025-12-07 03:55:34,"[9, 14, 15, 17, 32, 34]",5357,PENDIENTE,0,0.0,3,delta_tactico_v1
1765090537,2025-12-07 03:55:34,"[10, 12, 14, 22, 28, 41]",5357,PENDIENTE,0,0.0,3,markov_chain_v1
1765092163,2025-12-07 04:22:43,"[3, 9, 19, 35, 38, 40]",5357,PENDIENTE,0,0.0,4,forense_biometrico_v1
1765092164,2025-12-07 04:22:43,"[3, 5, 18, 29, 38, 39]",5357,PENDIENTE,0,0.0,4,gaussiano_tactico_v1
1765092165,2025-12-07 04:22:43,"[1, 5, 16, 24, 25, 34]",5357,PENDIENTE,0,0.0,4,delta_tactico_v1
1765092166,2025-12-07 04:22:43,"[6, 7, 11, 19, 27, 36]",5357,PENDIENTE,0,0.0,4,markov_chain_v1
1765093171,2025-12-07 04:39:31,"[1, 10, 18, 21, 33, 37]",5357,PENDIENTE,0,0.0,4,forense_biometrico_v1
1765093172,2025-12-07 04:39:31,"[6, 17, 23, 29, 32, 34]",5357,PENDIENTE,0,0.0,4,gaussiano_tactico_v1
1765093173,2025-12-07 04:39:31,"[16, 17, 19, 28, 30, 34]",5357,PENDIENTE,0,0.0,4,delta_tactico_v1
1765093174,2025-12-07 04:39:31,"[15, 16, 24, 27, 30, 33]",5357,PENDIENTE,0,0.0,4,markov_chain_v1
1765093965,2025-12-07 04:52:45,"[7, 11, 18, 28, 30, 35]",5357,PENDIENTE,0,0.0,4,forense_biometrico_v1
1765093966,2025-12-07 04:52:45,"[8, 10, 17, 25, 26, 33]",5357,PENDIENTE,0,0.0,4,gaussiano_tactico_v1
1765093967,2025-12-07 04:52:45,"[2, 4, 5, 22, 26, 30]",5357,PENDIENTE,0,0.0,4,delta_tactico_v1
1765093968,2025-12-07 04:52:45,"[3, 15, 16, 17, 20, 26]",5357,PENDIENTE,0,0.0,4,markov_chain_v1
1765096174,2025-12-07 05:29:34,"[5, 7, 16, 21, 32, 35]",5357,PENDIENTE,0,0.0,5,forense_biometrico_v1
1765096175,2025-12-07 05:29:34,"[3, 10, 25, 27, 28, 31]",5357,PENDIENTE,0,0.0,5,gaussiano_tactico_v1
1765096176,2025-12-07 05:29:34,"[2, 10, 11, 17, 27, 30]",5357,PENDIENTE,0,0.0,5,delta_tactico_v1
1765096177,2025-12-07 05:29:34,"[3, 13, 22, 26, 29, 35]",5357,PENDIENTE,0,0.0,5,markov_chain_v1
1765097279,2025-12-07 05:47:59,"[2, 12, 14, 15, 39, 40]",5357,PENDIENTE,0,0.0,5,forense_biometrico_v1
1765097280,2025-12-07 05:47:59,"[2, 11, 15, 16, 27, 33]",5357,PENDIENTE,0,0.0,5,gaussiano_tactico_v1
1765097281,2025-12-07 05:47:59,"[2, 3, 6, 7, 12, 14]",5357,PENDIENTE,0,0.0,5,delta_tactico_v1
1765097282,2025-12-07 05:47:59,"[3, 5, 7, 8, 11, 41]",5357,PENDIENTE,0,0.0,5,markov_chain_v1
1765099408,2025-12-07 06:23:28,"[4, 9, 18, 19, 28, 34]",5357,PENDIENTE,0,0.0,6,forense_biometrico_v1
1765099409,2025-12-07 06:23:28,"[12, 13, 23, 28, 30, 33]",5357,PENDIENTE,0,0.0,6,gaussiano_tactico_v1
1765099410,2025-12-07 06:23:28,"[3, 9, 10, 11, 12, 15]",5357,PENDIENTE,0,0.0,6,delta_tactico_v1
1765099411,2025-12-07 06:23:28,"[5, 6, 9, 11, 16, 18]",5357,PENDIENTE,0,0.0,6,markov_chain_v1
1765100462,2025-12-07 06:41:02,"[1, 10, 11, 32, 34, 37]",5357,PENDIENTE,0,0.0,6,forense_biometrico_v1
1765100463,2025-12-07 06:41:02,"[8, 9, 14, 29, 35, 40]",5357,PENDIENTE,0,0.0,6,gaussiano_tactico_v1
1765100464,2025-12-07 06:41:02,"[2, 3, 12, 20, 23, 24]",5357,PENDIENTE,0,0.0,6,delta_tactico_v1
1765100465,2025-12-07 06:41:02,"[3, 4, 15, 16, 28, 33]",5357,PENDIENTE,0,0.0,6,markov_chain_v1
1765101171,2025-12-07 06:52:51,"[4, 5, 28, 36, 38, 40]",5357,PENDIENTE,0,0.0,6,forense_biometrico_v1
1765101172,2025-12-07 06:52:51,"[7, 18, 21, 26, 30, 31]",5357,PENDIENTE,0,0.0,6,gaussiano_tactico_v1
1765101173,2025-12-07 06:52:51,"[6, 7, 11, 17, 19, 20]",5357,PENDIENTE,0,0.0,6,delta_tactico_v1
1765101174,2025-12-07 06:52:51,"[22, 26, 29, 31, 33, 40]",5357,PENDIENTE,0,0.0,6,markov_chain_v1
1765102970,2025-12-07 07:22:50,"[1, 8, 10, 22, 35, 37]",5357,PENDIENTE,0,0.0,7,forense_biometrico_v1
1765102971,2025-12-07 07:22:50,"[1, 10, 21, 37, 38, 40]",5357,PENDIENTE,0,0.0,7,gaussiano_tactico_v1
1765102972,2025-12-07 07:22:50,"[2, 6, 7, 14, 17, 22]",5357,PENDIENTE,0,0.0,7,delta_tactico_v1
1765102973,2025-12-07 07:22:50,"[1, 7, 16, 19, 32, 40]",5357,PENDIENTE,0,0.0,7,markov_chain_v1
1765104111,2025-12-07 07:41:51,"[2, 12, 18, 19, 24, 26]",5357,PENDIENTE,0,0.0,7,forense_biometrico_v1
1765104112,2025-12-07 07:41:51,"[7, 14, 21, 24, 28, 37]",5357,PENDIENTE,0,0.0,7,gaussiano_tactico_v1
1765104113,2025-12-07 07:41:51,"[1, 2, 12, 17, 20, 24]",5357,PENDIENTE,0,0.0,7,delta_tactico_v1
1765104114,2025-12-07 07:41:51,"[2, 8, 10, 16, 21, 35]",5357,PENDIENTE,0,0.0,7,markov_chain_v1
1765104855,2025-12-07 07:54:15,"[15, 17, 32, 33, 35, 41]",5357,PENDIENTE,0,0.0,7,forense_biometrico_v1
1765104856,2025-12-07 07:54:15,"[6, 10, 19, 27, 31, 37]",5357,PENDIENTE,0,0.0,7,gaussiano_tactico_v1
1765104857,2025-12-07 07:54:15,"[8, 14, 15, 19, 22, 29]",5357,PENDIENTE,0,0.0,7,delta_tactico_v1
1765104858,2025-12-07 07:54:15,"[14, 16, 24, 31, 32, 35]",5357,PENDIENTE,0,0.0,7,markov_chain_v1
